,,,,,,,,,,,,,Normalised abundance,,,,,Raw abundance,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,Condition 1,Condition 2,Condition 3,Condition 4,QC,Condition 1,Condition 2,Condition 3,Condition 4,QC,,,,,,,,,,,,,,
Compound,Neutral mass (Da),m/z,Charge,Retention time (min),Chromatographic peak width (min),Identifications,Max Fold Change,Highest Mean,Lowest Mean,Isotope Distribution,Maximum Abundance,Minimum CV%,LZJ-A1-,LZJ-B1-,LZJ-C1-,LZJ-D1-,LZJ-QC3-,LZJ-A1-.1,LZJ-B1-.1,LZJ-C1-.1,LZJ-D1-.1,LZJ-QC3-.1,Accepted Compound ID,Accepted Description,Adducts,Formula,Score,Fragmentation Score,Mass Error (ppm),Isotope Similarity,Retention Time Error (mins),Compound Link,Da,mDa,Group,NRF_Rule
27.60_659.4085m/z,,659.4085389,1,27.59658333,0.437633333,0,6.686663801,Condition 1,Condition 4,100 - 26,161.4164269,---,161.4164269,88.93287693,95.49700402,24.14005426,109.083278,138.1172225,83.0773667,99.96849396,26.12732892,109.083278,,,,,,,,,,,659,408.5389,Group 1,even
27.66_693.4199m/z,,693.4198691,1,27.6577,0.324066667,0,4.282078936,Condition 2,Condition 4,100 - 17.7,288.8484372,---,235.8418305,288.8484372,103.8351783,67.45518741,217.9393735,201.7998985,269.8301052,108.6970895,73.00828119,217.9393735,,,,,,,,,,,693,419.8691,Group 1,even
29.86_691.3922m/z,,691.3921585,1,29.86305,1.90395,0,1.463646174,Condition 1,QC,100 - 39.5,1459.196269,---,1459.196269,1128.292762,1031.424883,1117.793437,996.9597126,1248.572648,1054.003815,1079.719654,1209.813221,996.9597126,,,,,,,,,,,691,392.1585,Group 1,even
30.19_795.4292m/z,,795.4291888,1,30.1874,2.214116667,0,1.381120167,Condition 1,Condition 2,100 - 44.6 - 46.6 - 11.7,3184.27052,---,3184.27052,2305.570939,2597.142281,2332.931371,2433.569523,2724.645862,2153.767751,2718.749191,2524.984601,2433.569523,,,,,,,,,,,795,429.1888,Group 1,even
30.25_621.4344m/z,,621.4344171,1,30.24863333,0.872683333,0,4.098292566,Condition 1,Condition 4,100 - 21.9,776.3004009,---,776.3004009,311.638717,250.1062859,189.4204448,321.2412851,664.2474821,291.1198295,261.8171009,205.014049,321.2412851,,,,,,,,,,,621,434.4171,Group 1,even
31.54_691.4186m/z,,691.4186413,1,31.54481667,0.76215,0,1.616291878,Condition 2,Condition 4,100 - 43.5 - 45.4,1143.501947,---,958.6349457,1143.501947,837.3477053,707.4848066,731.7817653,820.263455,1068.211598,876.5551325,765.7268726,731.7817653,,,,,,,,,,,691,418.6413,Group 1,even
32.48_639.3826m/z,,639.3826127,1,32.478,2.373866667,0,2.004958342,Condition 3,Condition 4,100 - 40.4 - 16.8 - 2.83,1907.669251,---,1343.142959,1822.862046,1907.669251,951.4757544,1319.284946,1149.27073,1702.841332,1996.992721,1029.803816,1319.284946,,,,,,,,,,,639,382.6127,Group 1,even
33.01_567.3650m/z,,567.3649716,1,33.00648333,1.1286,0,2.369595457,Condition 1,Condition 4,100 - 23.5 - 20.9 - 4.22,711.3749347,---,711.3749347,486.0834141,564.5252201,300.209444,639.5131071,608.6935014,454.078755,590.9581837,324.9234988,639.5131071,,,,,,,,,,,567,364.9716,Group 1,even
33.14_653.3913m/z,,653.3912827,1,33.1352,0.543483333,0,2.381127282,Condition 2,Condition 4,100 - 34.5 - 27.1 - 9.23,2020.889881,---,867.5567494,2020.889881,1746.131798,848.711405,1178.730438,742.3316872,1887.830637,1827.891544,918.5796272,1178.730438,,,,,,,,,,,653,391.2827,Group 1,even
33.62_799.4272m/z,,799.4271675,1,33.61708333,3.22995,0,5.821831845,Condition 1,Condition 4,100 - 52.8,10439.77276,---,10439.77276,3450.033088,1844.036407,1793.210976,10051.18838,8932.872848,3222.876329,1930.380375,1940.832962,10051.18838,,,,,,,,,,,799,427.1675,Group 1,even
